sentence,ambigous_word,label,sense
"['താമസിക്കുമ്പോൾ/N_NST', 'വേദന/N_NN', 'വരികയില്ലായിരിക്കാം/V_VM_VF']",താമസം,5,താമസിക്കുക
"['അങ്ങനെയിരുന്ന/V_VM_VNF_RP', 'കാലത്തു/N_NN', 'മലബാറിൽ/N_NNP', 'ടിപ്പുസുൽത്താന്റെ/N_NN', 'ആക്രമണമുണ്ടാവുകയാൽ/V_VM_VNF', 'അങ്ങാടിപ്പുറത്തു/N_NN', 'താമസിച്ചുകൊണ്ടിരുന്ന/V_VM_VNF', 'ചീരട്ടമൺ/RD_RDF', 'മൂസ്സ്/RD_RDF', 'അവിടെനിന്നു/V_VM_VF', 'കുടുംബസഹിതം/N_NN', 'പോന്നു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['അദ്ദേഹത്തിന്/PR_PRP', 'കൊല്ലം/N_NNP', 'താമസിക്കേണ്ടതായി/RB', 'വന്നു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['കൊച്ചുണ്ണി/N_NNP', 'ഏകദേശം/QT_QTF', 'പത്തു/QT_QTC', 'വയസ്സുവരെ/N_NN', 'വളരെ/RP_INTF', 'കഷ്ടപ്പെട്ട്/N_NST', 'വിധം/N_NN', 'സ്വഗൃഹത്തിൽത്തന്നെ/RB', 'താമസിച്ചു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['ആഹാരത്തിന്നുള്ള/JJ', 'വക/N_NN', 'കിട്ടിയാൽ/V_VM_VNF', 'നിനക്ക്/N_NN', 'ഇവിടെയെങ്ങും/V_VM_VF', 'താമസിക്കാമോ/V_VM_VNF']",താമസം,5,താമസിക്കുക
"['ഇവന്/N_NN', 'ആഹാരത്തിനു/N_NN', 'വല്ലതും/V_VM_VNF', 'കൊടുത്താൽ/N_NN', 'താമസിച്ചുകൊള്ളും/N_NN', 'എന്നു/CC_CCS_UT', 'പറഞ്ഞ്/V_VM_VNF', 'ഏൽപ്പിച്ചു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['പീടികക്കാർ/N_NN', 'സമ്മതിച്ച്/V_VM_VNF', 'താമസിപ്പിക്കുകയും/V_VM_VNF']",താമസം,5,താമസിക്കുക
"['താമസിക്കണമെന്നു/V_VM_VF', 'തോന്നുന്നില്ല/V_VM_VF']",താമസം,5,താമസിക്കുക
"['പീടികയിൽ/N_NN', 'ജോലിയായി/RB', 'താമസിച്ചു/V_VM_VF', 'തുടങ്ങിയിട്ട്/RD_RDF', 'ഏകദേശം/QT_QTF', 'പത്തു/QT_QTC', 'കൊല്ലത്തോളമായിരുന്നുവെന്നു/V_VM_VF', 'വിശേ\u200cഷിചു/V_VM_VNF_VBN', 'പറയണമെന്നില്ലല്ലോ/V_VM_VNF']",താമസം,5,താമസിക്കുക
"['പുത്രി/N_NN', 'എരുവയിൽ/RP_CL', 'ഭർത്തൃഗൃഹത്തിലും/N_NN', 'താമസിച്ചുവരുന്നു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['കുടുബകാര്യങ്ങളെല്ലാം/DM_DMD', 'അന്വേ\u200cഷിച്ചു/V_VM_VNF_VBN', 'നടത്തിയിരുന്നത്/V_VM_VNF', 'തന്നെയായിരുന്നുവെങ്കിലും/N_NN', 'അയാളുടെ/PR_PRP', 'സ്ഥിരതാമസം/N_NN', 'ഭാര്യാഗൃഹത്തിലായിലുന്നു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['പുരപണിയും/N_NN', 'വാസ്തുബലിയും/N_NN', 'ഗ്യഹപ്രവേശവുമെല്ലാം/N_NN', 'കഴിഞ്ഞു/V_VM_VF', 'ഭാര്യാപുത്രാദികളോടുകൂടി/N_NN', 'നായർ/N_NNP', 'പുത്തൻപുരയിൽ/N_NN', 'താമസവുമായി/N_NN']",താമസം,5,താമസിക്കുക
"['നായർക്കു/N_NN', 'രണ്ടു/QT_QTC', 'സഹോദരിമാരുണ്ടായിരുന്നവരെ/N_NN', 'രണ്ടുപേർ/QT_QTC', 'സംബന്ധം/N_NN', 'ചെയ്തുകൊണ്ടു/V_VM_VF', 'പോയിരുന്നതിനാൽ/CC_CCD', 'ഭാര്യയെയും/N_NN', 'മക്കളെയുംകൂടി/RB', 'വീട്ടിൽ/N_NN', 'കൊണ്ടുവന്നു/V_VM_VF', 'താമസിപ്പിച്ചിരിക്കുകയായിരുന്നു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['വാദ്ധ്യാൻനമ്പൂതിരി/N_NN', 'വേണമെന്നില്ലെങ്കിൽ/V_VM_VNF', 'പോകാം/V_VM_VF', 'അധികം/QT_QTF', 'താമസിക്കാൻ/V_VM_VNF_INF', 'തരമില്ല/V_VM_VF']",താമസം,5,താമസിക്കുക
"['അതൊന്നും/RB', 'വേണ്ട/RP_NEG', 'ഇന്നത്തെ/N_NST', 'താമസിച്ചിട്ടു/V_VM_VNF_VBN', 'പോവുകയാണ്/V_VM_VNF', 'നല്ലത്/N_NN']",താമസം,5,താമസിക്കുക
"['കൊച്ചുണ്ണിയുടെ/N_NN', 'കാലത്തു/N_NN', 'കാർത്തികപ്പള്ളിത്തെരുവിനു/N_NN', 'സമീപം/N_NST', 'സിറിയൻ/N_NNP', 'ക്രിസ്ത്യൻ/N_NNP', 'സമൂഹത്തിലുൾപ്പെട്ട/JJ', 'മാപ്പിള/N_NN', 'താമസിച്ചിരുന്നു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['അവിടുന്ന്/V_VM_VNF', 'അവിടെയാണ്/N_NST', 'എഴുന്നള്ളി/N_NNP', 'താമസിച്ചിരുന്നത്/V_VM_VF']",താമസം,5,താമസിക്കുക
"['പരമേശ്വരച്ചാക്യാർ/N_NN', 'കല്പനപ്രകാരം/N_NN', 'തിരുവനന്തപുരത്തു/N_NNP', 'താമസിച്ചിരുന്നപ്പോൾ/V_VM_VNF', 'ദിവസം/N_NN', 'പകലെ/N_NN', 'വെയിലാറിയ/JJ', 'സമയം/N_NN', 'കാറ്റുകൊള്ളാനായി/N_NN', 'കടൽപ്പുറത്തേക്കു/N_NN', 'പുറപ്പെട്ടു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['കേവലം/PSP', 'മനു\u200cഷ്യബാലനെപ്പോലെയാണ്/N_NN', 'കൊച്ചയപ്പൻ/N_NN', 'താമസിച്ചിരുന്നത്/V_VM_VF']",താമസം,5,താമസിക്കുക
"['അക്കാലത്തു/N_NN', 'കർത്താവിന്റെ/N_NN', 'ഗൃഹത്തിൽ/N_NN', 'ദാസ്യപ്രവൃത്തികൾക്കായി/RB', 'ചക്കിയെന്നും/V_VM_VNF', 'വിക്കിയെന്നും/V_VM_VNF', 'പേരായിട്ടുള്ള/JJ', 'രണ്ടു/QT_QTC', 'സ്ത്രീകൾ/N_NN', 'താമസിച്ചിരുന്നു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['കൽപനപ്രകാരം/N_NN', 'കൊച്ചയപ്പൻകോന്നിയിലെത്തി/V_VM_VNF_VBN', 'താമസമായി/RB']",താമസം,5,താമസിക്കുക
"['അധികം/QT_QTF', 'താമസിക്കുന്നതിന്/N_NN', 'നിവൃത്തിയില്ല/V_VM_VF', 'എന്നു/CC_CCS']",താമസം,5,താമസിക്കുക
"['അവയ്ക്കുള്ള/N_NN', 'കാലമെടുക്കുമ്പോൾ/V_VM_VNF', 'അന്തർജ്ജനങ്ങൾ/N_NN', 'ഉപഭവനത്തിലേക്കു/N_NN', 'മാറിത്താമസിച്ചുകൊള്ളണം/N_NN']",താമസം,5,താമസിക്കുക
"['ഞങ്ങൾക്കു/N_NN', 'ഗൃഹത്തിൽ/N_NN', 'കയറി/V_VM_VF', 'താമസിക്കാൻ/V_VM_VNF_INF', 'നിവൃത്തിയില്ലാതെയായിരിക്കുന്നു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['പറമ്പിലെല്ലാം/DM_DMD', 'യഥേഷ്ടം/N_NN', 'സഞ്ചരിച്ചിരുന്നവരെല്ലാവരുംകൂടി/RB', 'നാലു/QT_QTC', 'കോൽ/N_NN', 'സമചതുരത്തിലുള്ള/JJ', 'സ്ഥലത്ത്/N_NN', 'ഒതുങ്ങി/V_VM_VNF_VBN', 'താമസിക്കാനാണല്ലോ/V_VM_VNF', 'ഏർപ്പാടു/N_NN', 'ചെയ്തിരിക്കുന്നത്/V_VM_VF']",താമസം,5,താമസിക്കുക
"['അപ്പോൾ/N_NN', 'അദ്ദേഹത്തിന്റെ/PR_PRP', 'താമസവും/N_NN', 'കൊട്ടാരത്തിൽ/N_NN', 'ത്തന്നെ/RB', 'ആയിയെന്നുള്ളതു/N_NN', 'വിശേ\u200cഷിച്ചു/V_VM_VF', 'പറയണമെന്നില്ലല്ലോ/V_VM_VNF']",താമസം,5,താമസിക്കുക
"['കോടിമതക്കൊട്ടാരത്തിൽ/N_NN', 'താമസമായതിന്റെ/N_NN', 'ശേ\u200cഷം/N_NN', 'ബാധോപദ്രവക്കാരും/N_NN', 'മറ്റും/N_NN', 'അദ്ദേഹത്തിന്റെ/PR_PRP', 'അടുക്കൽ/RD_RDF', 'ചെല്ലുകയും/V_VM_VNF', 'ഭസ്മം/N_NN', 'ജപിചുകൊടുത്ത്/N_NN', 'ഉപദ്രവങ്ങളെല്ലാം/N_NN', 'മാറ്റുകയും/V_VM_VNF', 'ചെയ്തുതുടങ്ങി/V_VM_VF']",താമസം,5,താമസിക്കുക
['താമസിപ്പിക്കേണ്ട/V_VM_VNF'],താമസം,5,താമസിക്കുക
"['ദിവസം/N_NN', 'ഇവനിവിടെ/DM_DMQ', 'താമസിക്കട്ടെ/V_VM_VNF']",താമസം,5,താമസിക്കുക
"['മംഗളഗിരിഗ്രാമത്തിലെ/N_NN', 'ക്ഷേത്രത്തിൽ/N_NN', 'പൂജകളും/N_NN', 'പ്രാർത്ഥനകളും/N_NN', 'നിറവേറ്റാൻ/V_VM_VNF_INF', 'അതിനടുത്തു/N_NN', 'താമസമാക്കിയിട്ടുണ്ടത്രെ/V_VM_VF']",താമസം,5,താമസിക്കുക
"['സേവകനായി/RB', 'താമസിക്കൂ/V_VM_VF']",താമസം,5,താമസിക്കുക
"['അവിടെയുള്ള/JJ', 'ചെറിയ/JJ', 'വീട്ടിൽ/N_NN', 'കുടുംബത്തെ/N_NN', 'താമസിപ്പിച്ച/V_VM_VNF_RP', 'ധൃതിയിൽ/N_NN', 'രാജപുരോഹിതന്റെ/N_NN', 'വീട്/N_NN', 'തേടിയിറങ്ങി/V_VM_VF']",താമസം,5,താമസിക്കുക
"['ഇരുപതു/QT_QTC', 'കിലോമീറ്ററിനപ്പുറത്തേക്ക്/N_NN', 'താമസം/N_NN', 'മാറ്റിയപ്പോൾ/V_VM_VNF', 'കേട്ടത്/V_VM_VNF', 'പുതിയ/JJ', 'നാടൻ/RB', 'പ്രമേയങ്ങൾ/N_NN']",താമസം,5,താമസിക്കുക
"['ആലോചന/N_NN', 'കഴിയും/V_VM_VF', 'വരെ/PSP', 'ദിക്കിൽത്തന്നെ/PR_PRP', 'താമസിക്കാം/V_VM_VF']",താമസം,5,താമസിക്കുക
"['പോയി/V_VM_VF', 'നാലു/QT_QTC', 'ദിവസം/N_NN', 'സോദരിയുടെ/N_NN', 'ഒരുമിച്ച്/V_VM_VNF', 'താമസിച്ച്/V_VM_VNF', 'വേഗത്തിൽ/N_NN', 'മടങ്ങിവരും/V_VM_VF']",താമസം,5,താമസിക്കുക
"['നാം/PR_PRP', 'രണ്ടുപേരും/N_NN', 'അവിടെത്തന്നെ/RB', 'താമസിച്ചേ/V_VM_VNF', 'കഴിയൂ/V_VM_VF', 'എന്നാണു/N_NN', 'രാമകിശോരന്റെ/N_NN', 'ആഗ്രഹം/N_NN', 'എങ്കിൽ/V_VM_VNF', 'ചെയ്യാം/V_VM_VF']",താമസം,5,താമസിക്കുക
"['മുപ്പതു/QT_QTC', 'സംവത്സരത്തിൽ/N_NN', 'പുറമായി/N_NN', 'ജ്യേഷ്ഠന്റെ/N_NN', 'കൂടെത്തന്നെ/RB', 'താമസിച്ചു/V_VM_VF', 'വരുന്നു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['ഭവനം/N_NN', 'ഉണ്ടാക്കി/V_VM_VF', 'കുന്ദലതയും/N_NN', 'താമസിച്ച/V_VM_VNF_RP', 'പ്രകാരവും/N_NN', 'മറ്റും/N_NN', 'സംക്ഷേപമായി/N_NN']",താമസം,5,താമസിക്കുക
"['താമസിച്ചിരുന്ന/V_VM_VNF', 'വനത്തിനു/V_VM_VNF', 'സമീപം/N_NST', 'ധർമപുരി/N_NNP', 'ഗ്രാമത്തിൽനിന്ന്/V_VM_VNF', 'വഴിപോക്കനെ/N_NN', 'കണ്ടു/V_VM_VF', 'സംസാരിച്ചു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['ഭവനത്തിലേക്ക്/N_NN', 'കൂട്ടികൊണ്ടുപോയി/V_VM_VF', 'താമസിപ്പിച്ചു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['അന്യാന്യം/N_NN', 'സന്തോഷിച്ചും/RB', 'നാലഞ്ചു/V_VM_VF', 'ദിവസം/N_NN', 'ചന്ദനോദ്യാനത്തിൽ/N_NN', 'താമസിച്ചു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['ഇവിടുത്തെ/N_NST', 'കാരാഗൃഹത്തിൽ/N_NN', 'താമസിപ്പിക്കുവാൻ/V_VM_VNF', 'സ്വാമിക്ക്/N_NN', 'ഒട്ടും/RB', 'മനസില്ല/V_VM_VF']",താമസം,5,താമസിക്കുക
"['രാജാവിന്റെ/N_NN', 'ഇഷ്ടപ്രകാരം/N_NN', 'അദ്ദേഹത്തിന്റെ/PR_PRP', 'മന്ദിരത്തിൽ/N_NN', 'തന്നെയാണ്/RP_RPD', 'താമസിച്ചിരുന്നത്/V_VM_VF']",താമസം,5,താമസിക്കുക
"['ഉദ്യാനത്തിൽ/N_NN', 'എത്തി/V_VM_VF', 'ഒന്നോ/QT_QTO', 'രണ്ടോ/QT_QTO', 'ദിവസം/N_NN', 'താമസിച്ച്/V_VM_VNF', 'രാജധാനിയിലേക്ക്/N_NN', 'പോകും/V_VM_VF']",താമസം,5,താമസിക്കുക
"['ഒരുമിച്ച്/V_VM_VNF', 'താമസിക്കുന്നത്/V_VM_VF', 'വളരെ/RP_INTF', 'സന്തോഷമാണ്/N_NN']",താമസം,5,താമസിക്കുക
"['സൗഖ്യമാണെന്ന്/V_VM_VNF', 'തോന്നിയാൽ/V_VM_VNF', 'വിസിഷ്ഠന്റെ/N_NN', 'കൂടെ/PSP', 'താമസിക്കുന്നതിന്/N_NN', 'വിരോധമില്ല/V_VM_VF']",താമസം,5,താമസിക്കുക
"['കുറേക്കാലം/N_NN', 'ഒരുമിച്ച്/V_VM_VNF', 'താമസിച്ചതിന്റെ/N_NN', 'ശേഷമേ/RP_RPD', 'രാജ്യത്തേക്ക്/N_NN', 'മടങ്ങിപ്പോകാൻ/V_VM_VNF_INF', 'വിചാരിക്കുന്നുള്ളൂ/V_VM_VF']",താമസം,5,താമസിക്കുക
"['ദമ്പതിമാരെ/RD_RDF', 'രാജധാനിയിൽതന്നെ/RB', 'താമസിപ്പിച്ചു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['കച്ചവടക്കാരനോ/V_VM_VNF', 'കൊട്ടാരത്തിൽ/N_NN', 'താമസവുമായി/RB']",താമസം,5,താമസിക്കുക
"['ഞങ്ങൾ/PR_PRP', 'എത്രയോ/QT_QTF', 'കാലമായി/N_NN', 'സർപ്പക്കാവിനു/N_NN', 'ചേർന്ന്/V_VM_VNF', 'താമസിക്കുന്നു/V_VM_VF']",താമസം,5,താമസിക്കുക
"['ഗ്രാമത്തിൽ/N_NN', 'ഇത്രനാൾ/N_NN', 'താമസിച്ചിട്ടും/N_NN', 'ആഞ്ഞിരിക്കുരു/N_NN', 'വറുത്തത്/V_VM_VF', 'തിന്നിട്ടില്ലെന്നോ/CC_CCD']",താമസം,5,താമസിക്കുക
"['ഹൈറേഞ്ചിൽ/N_NN', 'നല്ല/JJ', 'കാട്ടിൽ/N_NN', 'ഒന്ന്/QT_QTC', 'താമസിക്കണം/V_VM_VF']",താമസം,5,താമസിക്കുക
"['അധികം/QT_QTF', 'താമസിയാതെ/V_VM_VNF', 'ഉണരുകയും/V_VM_VNF']",താമസം,6,വൈകുക
"['ഏറെ/QT_QTF', 'താമസിയാതെ/V_VM_VNF', 'പത്മനാഭൻ/N_NNP', 'എന്നു/CC_CCS_UT', 'പ്രസിദ്ധനായ/JJ', 'താപ്പാനകൂടി/N_NN', 'കോന്നിയിൽ/N_NN', 'വന്നുചേർന്നു/V_VM_VF']",താമസം,6,വൈകുക
"['താമസിയാതെ/V_VM_VNF', 'തമ്മിൽ/PR_PRC', 'കാണാൻ/V_VM_VNF_INF', 'ഈശ്വരൻ/N_NN', 'സംഗതി/N_NN', 'വരുത്തട്ടെ/N_NN']",താമസം,6,വൈകുക
"['അടിയൻ/N_NNP', 'ആളറിയാതെ/V_VM_VNF', 'അടുത്തു/N_NST', 'വരികയും/V_VM_VNF', 'ബോട്ടിൽക്കയറുകയും/V_VM_VNF', 'എഴുന്നള്ളത്തിനു/V_VM_VNF', 'ഇത്രയും/DM_DMD', 'താമസം/N_NN', 'വരുത്തുകയും/V_VM_VNF', 'ചെയ്തുപോയതിനെക്കുറിച്ച/V_VM_VNF_RP', 'തിരുവുള്ളക്കേടുണ്ടാകരുതെന്നും/N_NN', 'തെറ്റിനെ/N_NN', 'കൃപാപൂർവ്വം/N_NN', 'ക്ഷമിക്കണമെന്നും/V_VM_VNF', 'അപേക്ഷിക്കുന്നു/V_VM_VF']",താമസം,6,വൈകുക
"['കടുവാച്ചേരി/N_NNP', 'വാവ/N_NNP', 'കോട്ടപ്പുറത്തു/N_NN', 'ബാപ്പുകുഞ്ഞ്/V_VM_VNF', 'ചക്കോലത്തു/N_NN', 'നൂറൂമ്മത്/QT_QTO', 'വലിയകുളങ്ങര/JJ', 'കുഞ്ഞുമരക്കാർ/N_NN', 'എന്നിവരും/N_NN', 'താമസിയാതെ/V_VM_VNF', 'ഓരോ/QT_QTF', 'കേസ്സുകളിലകപ്പെട്ടു/V_VM_VF']",താമസം,6,വൈകുക
"['കൊച്ചുണ്ണി/N_NNP', 'സ്വഗൃഹത്തിൽ/N_NN', 'താമസമാക്കിയതിന്റെശേ\u200cഷം/N_NN', 'അധികം/QT_QTF', 'താമസിയാതെ/V_VM_VNF', 'കല്യാണം/N_NN', 'കഴിച്ച്/V_VM_VNF', 'ഭാര്യയെ/N_NNP', 'വീട്ടിൽ/N_NN', 'കൊണ്ടുവന്നു/V_VM_VF']",താമസം,6,വൈകുക
"['സമ്മതിക്കുന്നപക്ഷം/N_NN', 'അധികം/QT_QTF', 'താമസിയാതെ/V_VM_VNF', 'സംബന്ധം/N_NN', 'നടത്തണമെന്നാണ്/N_NN', 'വിചാരിക്കുന്നത്/V_VM_VF']",താമസം,6,വൈകുക
"['നമ്പൂരി/N_NN', 'ബുദ്ധിമാനും/V_VM_VNF', 'നല്ല/JJ', 'വ്യുൽപന്നനുമായിരുന്നതിനാൽ/N_NN', 'ജ്യോതിശ്ശാസ്ത്രം/N_NN', 'പഠിക്കുന്നതിന്/N_NN', 'അദ്ദേഹത്തിന്/PR_PRP', 'അധികം/QT_QTF', 'ബുദ്ധിമുട്ടോ/V_VM_VNF', 'കാലതാമസമോ/N_NN', 'വേണ്ടിവന്നില്ല/RP_NEG']",താമസം,6,വൈകുക
"['അങ്ങിനെ/RB', 'തമ്പുരാനും/V_VM_VNF', 'ജനങ്ങളും/N_NN', 'സമ്മതിക്കുകയും/V_VM_VNF', 'അധികം/QT_QTF', 'താമസിയാതെ/V_VM_VNF', 'മേൽപറഞ്ഞ/JJ', 'പ്രകാരം/N_NN', 'നാല്പത്തൊന്നു/V_VM_VF', 'ദിവസത്തെ/N_NN', 'കുരുതി/N_NN', 'നടത്തുകയും/V_VM_VNF', 'ആണ്ടു/V_VM_VF', 'തോറും/PSP', 'നടത്തിക്കൊണ്ടിരിക്കുകയും/V_VM_VNF']",താമസം,6,വൈകുക
"['അതിനു/DM_DMD', 'താമസിക്കുന്നപക്ഷം/N_NN', 'എന്നോടു/N_NN', 'സങ്കടം/N_NN', 'പറഞ്ഞാലും/N_NN', 'യാതൊരു/JJ', 'ഫലവുമുണ്ടാകുന്നതല്ല/RP_NEG', 'എന്നു/CC_CCS', 'കല്പിച്ചു/V_VM_VF']",താമസം,6,വൈകുക
"['വന്ന/V_VM_VNF_RP', 'സ്ത്രീകൾ/N_NN', 'യാത്രയായപ്പോൾ/V_VM_VNF', 'ഘോ\u200cഷങ്ങൾ/N_NN', 'കണ്ട്/V_VM_VNF', 'അമ്പലത്തിൽ/N_NN', 'അധികം/QT_QTF', 'താമസിക്കരുത്/RP_NEG', 'നേരം/N_NN', 'ഇരുട്ടുന്നതിനുമുമ്പു/N_NN', 'വീട്ടിലേക്കു/N_NN', 'പോകണം/V_VM_VNF', 'എന്നു/CC_CCS', 'പറഞ്ഞയയ്ക്കുകയും/V_VM_VNF']",താമസം,6,വൈകുക
"['ഉണ്ണി/N_NNP', 'കുളിക്കാൻ/V_VM_VNF_INF', 'പോയിട്ട്/V_VM_VNF', 'ഇത്ര/QT_QTF', 'വളരെ/RP_INTF', 'താമസിക്കുന്നത്/V_VM_VF', 'എന്തിനാണാവോ/N_NNP']",താമസം,6,വൈകുക
"['വേനൽക്കാലങ്ങളിൽ/N_NN', 'ദക്ഷിണതിരുവിതാം/V_VM_VF', 'കൂറിൽ/N_NNP', 'വസൂരി/N_NN', 'കലശൽ/N_NN', 'കൂട്ടുന്നത്/V_VM_VNF', 'വിടവുകളടയ്ക്കാൻ/V_VM_VNF_INF', 'താമസിച്ചിട്ടാണത്രേ/N_NN']",താമസം,6,വൈകുക
"['ബ്രഹ്മചാരി/N_NN', 'കുളിക്കാൻ/V_VM_VNF_INF', 'പോയിട്ട്/V_VM_VNF', 'വരാൻ/V_VM_VNF_INF', 'താമസിച്ചപ്പോൾ/V_VM_VNF', 'അന്തർജ്ജനത്തിനു/N_NN', 'വീണ്ടും/PSP', 'വി\u200cഷാദം/N_NN', 'സഹിക്കവയ്യാതെയായിത്തീർന്നു/V_VM_VF']",താമസം,6,വൈകുക
"['കച്ചവടക്കാരൻ/N_NN', 'വരാൻ/V_VM_VNF_INF', 'താമസിച്ചു/V_VM_VF', 'എങ്കിൽ/N_NN', 'എല്ലാം/QT_QTF', 'ശരിയാക്കിക്കൊടുക്കുകയും/V_VM_VNF', 'ചെയ്യാം/V_VM_VF']",താമസം,6,വൈകുക
"['താമസിച്ചാൽ/V_VM_VNF_COND', 'ആപത്തുണ്ടാകും/V_VM_VF', 'എന്ന്/CC_CCS_UT', 'വിളിച്ചറിയിക്കുകയും/V_VM_VNF']",താമസം,6,വൈകുക
"['തമ്പാൻ/PR_PRP', 'താമസിയാതെ/V_VM_VNF', 'വരണം/N_NN']",താമസം,6,വൈകുക
"['താമസിയാതെ/V_VM_VNF', 'ഞാൻഇനിയും/N_NN', 'വന്നുകൊള്ളാം/V_VM_VF', 'എന്നു/CC_CCS_UT', 'പറഞ്ഞ്/V_VM_VNF', 'കത്തനാർ/N_NN', 'യാത്രയായി/V_VM_VF']",താമസം,6,വൈകുക
"['അനന്തരം/N_NN', 'അധികം/QT_QTF', 'താമസിയാതെ/V_VM_VNF', 'മേൽപട്ടക്കാരെല്ലാവരുംകൂടി/N_NN', 'ശെമ്മാശനു/V_VM_VF', 'കത്തനാർപട്ടം/N_NN', 'കൊടുത്തു/V_VM_VNF_VBN']",താമസം,6,വൈകുക
"['ഇലവയ്ക്കാൻ/V_VM_VNF', 'നമ്മൾ/PR_PRP', 'ചെല്ലാത്ത/JJ', 'താമസമേ/N_NN', 'ഉള്ളൂ/V_VM_VF', 'എന്നു/CC_CCS']",താമസം,6,വൈകുക
"['വഴിക്ക്/N_NN', 'ആരാണ്ടേക്കണ്ടപ്പോൾ/V_VM_VNF', 'മറന്ന്/V_VM_VNF', 'അവരുമായി/PR_PRP', 'സംസാരിച്ചുകൊണ്ടു/PSP', 'സ്വൽപമധികം/RP_INTF', 'സമയം/N_NN', 'താമസിച്ചു/V_VM_VF', 'പോയതിനാൽ/CC_CCD', 'വെളിച്ചെണ്ണയ്ക്കു/N_NN', 'തീ/N_NN', 'പിടിച്ച്/V_VM_VNF', 'പാളിക്കത്തി/N_NN', 'മേൽപ്പൂരയ്ക്കു/N_NN', 'തീപിടിച്ചു/V_VM_VF']",താമസം,6,വൈകുക
"['കാട്ടുകമ്പുകൾകൊണ്ടു/N_NN', 'കെട്ടിയുണ്ടാക്കി/V_VM_VNF_VBN', 'ഓലമേഞ്ഞതും/V_VM_VNF', 'തീപ്പുകകൊണ്ടും/N_NN', 'മറ്റും/N_NN', 'ഉണങ്ങിയിരുന്നതുമായ/JJ', 'മേൽപ്പുരയ്ക്കു/N_NN', 'തീപ്പിടിച്ചാൽപ്പിന്നെ/RB', 'ദഹിക്കാൻ/V_VM_VNF_INF', 'താമസിക്കുമോ/V_VM_VNF']",താമസം,6,വൈകുക
"['മകനേ/PR_PRP', 'കുരുത്തംകെട്ടവൻ/N_NN', 'പതിവുപോലെ/N_NN', 'വരുമെന്നു/V_VM_VF', 'വിചാരിച്ചാണ്/N_NN', 'വരാൻ/V_VM_VNF_INF', 'താമസിച്ചത്/V_VM_VF']",താമസം,6,വൈകുക
"['താമസിയാതെ/V_VM_VNF', 'നാം/PR_PRP', 'കൊട്ടാരക്കരെച്ചെന്ന്/V_VM_VNF', 'ആനക്കുട്ടിയെ/N_NN', 'നടയ്ക്കിരുത്തിയേക്കാം/V_VM_VF']",താമസം,6,വൈകുക
"['ആന/N_NN', 'താമസിയാതെ/V_VM_VNF', 'വന്നുചേരും/N_NN']",താമസം,6,വൈകുക
"['തീർന്നിട്ട്/N_NN', 'അധികം/QT_QTF', 'താമസിയാതെതന്നെ/RB', 'കൂട്ടിക്കൊമ്പൻ/N_NN', 'വീണു/V_VM_VF']",താമസം,6,വൈകുക
"['അനന്തരം/N_NN', 'അധികം/QT_QTF', 'താമസിയാതെ/V_VM_VNF', 'വീട്ടിൽ/N_NN', 'സ്ത്രീ/N_NN', 'ഗർഭം/N_NN', 'ധരിക്കുകയും/V_VM_VNF', 'യഥാകാലം/N_NN', 'പെൺകുട്ടിയെ/N_NN', 'പ്രസവിക്കുകയും/V_VM_VNF']",താമസം,6,വൈകുക
"['അധികം/QT_QTF', 'താമസിയാതെ/V_VM_VNF', 'ബന്ധുക്കളുടെ/N_NN', 'വിചാരം/N_NN', 'തന്നെയാണ്/PSP', 'തന്നെയാണ്/RP_RPD', 'ശരിയായിരുന്നതെന്ന്/V_VM_VNF', 'എല്ലാവർക്കും/N_NN', 'ബോധ്യമായി/N_NN']",താമസം,6,വൈകുക
"['മടങ്ങി/V_VM_VNF_VBN', 'വരുന്നതിന്/V_VM_VNF', 'ഏതാനും/QT_QTF', 'ദിവസത്തെ/N_NN', 'താമസമുണ്ടായേക്കും/V_VM_VF']",താമസം,6,വൈകുക
"['ചെണ്ടമേളത്തിനും/N_NN', 'മറ്റും/N_NN', 'ഓരോരോ/RD_RDF', 'നിലകൾക്കു/N_NN', 'ഇന്നിന്ന/V_VM_VNF', 'സ്വലങ്ങളിൽ/N_NN', 'ഇത്രയിത്ര/N_NN', 'താമസിക്കേണമെന്നവനറിയാം/V_VM_VF']",താമസം,6,വൈകുക
"['അതുപോലെയൊക്കെ/DM_DMD', 'താമസിക്കും/N_NN']",താമസം,6,വൈകുക
